Surface tension in mN * m-1

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
NaCl-UCl3,70-30,P1,1088,1258,,218.,-0.095,,,,,
NaCl-UCl3,80-20,P1,1083,1273,,209.,-0.086,,,,,
NaCl-UCl3,91-9,P1,1073,1271,,202.85,-0.082,,,,,
NaCl-UCl3,100-0,P1,1073,1273,,202.7,-0.081,,,,"For 100% NaCl, the departures from the recommended data set are 1080 K 1.5%, 1240K 0.2%",
NaClO3,100,P1,538,563,2%,130.4,-0.0738,,,,,
NaClO3-NaNO3,38.9-61.1,P1,520,560,,138.13,-0.06197,,,,,
NaClO3-NaNO3,51.5-48.5,P1,510,560,,135.72,-0.06339,,,,,
NaClO3-NaNO3,72.7-27.3,P1,520,550,,131.94,-0.06594,,,,,
NaClO3-NaNO3,100-0,P1,538,563,,130.4,-0.0738,,,,"For 100% NaClO3, the results have been advanced as the recommended data set.",
NaF,100,P1,1273,1353,8%,289.6,-0.082,,,,,
NaF-NaNO3,10-90,DP,,,,108.27,833K,,,,,
NaF-Na2B4O7,76-38 Na2B4O7,I2,1223,,,201.2,0.5182,-0.002283,,,,
NaF-ZrF4,75-25,DP,,,,134.8,1324.2K,,,,,
NaF-ZrF4,80-20,P1,1284.2,1319.2,,310.18,-0.1258,,,,,
NaF-ZrF4,85-15,P1,1213.2,1318.2,,248.31,-0.0705,,,,,
NaF-ZrF4,90-10,P1,1222.2,1319.2,,303.52,-0.1052,,,,,
NaF-ZrF4,95-5,DP,,,,175.,1316.2K,,,,,
NaF-ZrF4,100-0,DP,,,,186.3,1325.2K,,,,"For 100% NaF at 1325 K, the departure from the recommended data set is +3.0%.",
NaI,100,P1,946,1165,1.5%,139.83,-0.0573,,,,,
NaI-NaNO3,10-90,DP,,,,119.1,585K,,,,,
NaI-Na2SO4,100-90 Na2SO4,I1,1173,,,-107.8,2.756,,,,"For 100% Na2SO4 at 1173 K, the departure from the recommended data set is -12.1%.",
NaNO2,100,P1,564,657,1.5%,143.8,-0.041,,,,,
NaNO2-NaNO3,20-80,P1,530,710,,138.6,-0.039,,,,,
NaNO2-NaNO3,40-60,P1,515,695,,136.7,-0.035,,,,,
NaNO2-NaNO3,60-40,P1,530,710,,139.3,-0.038,,,,,
NaNO2-NaNO3,67.5-32.5,P1,545,710,,138.7,-0.038,,,,,
NaNO2-NaNO3,80-20,P1,560,740,,135.,-0.03,,,,,
NaNO3,100,P1,589,869,1%,155.5,-0.0613,,,,,
NaNO3-RbNO3,25-75,P1,475,670,,153.3,-0.076,,,,,
NaNO3-RbNO3,40-60,P1,460,670,,153.7,-0.075,,,,,
NaNO3-RbNO3,50-50,P1,475,670,,153.6,-0.073,,,,,
NaNO3-RbNO3,75-25,P1,535,670,,154.,-0.068,,,,,
NaPO3,100,P1,1005,1250,2%,228.7,-0.0398,,,,,
NaPO3-Na2SO4,75-25,P1,940,1120,,256.17,-0.0581,,,,,
NaPO3-Na2SO4,87.5-12.5,P1,910,1030,,247.9,-0.0534,,,,,
NaPO3-Na2SO4,99-1,P1,880,1030,,228.8,-0.0395,,,,,
NaPO3-Na2SO4,100-0,P1,940,1110,,228.7,-0.0398,,,,"For 100% NaPO3, the results have been advanced as the recommended data set.",
NaPO3-Na4P2O7,26.0-74.0,P1,1000,1140,,261.1,-0.03784,,,,,
NaPO3-Na4P2O7,27.5-72.5,P1,910,1090,,259.2,-0.03795,,,,,
NaPO3-Na4P2O7,40.0-60.0,P1,850,1060,,247.6,-0.03789,,,,,
NaPO3-Na4P2O7,42.0-58.0,P1,910,970,,239.5,-0.03793,,,,,
NaPO3-Rb2SO4,75-25,P1,810,1050,,209.,-0.053,,,,,
NaPO3-Rb2SO4,87.5-12.5,P1,870,1080,,214.05,-0.047,,,,,
NaPO3-Rb2SO4,100-0,P1,940,1100,,228.7,-0.0398,,,,"For 100% NaPO3, the results have been advanced as the recommended data set.",
NaPO3-UO2SO4,87.5-12.5,P1,930,1030,,380.4,-0.181,,,,,
NaPO3-UO2SO4,100-0,P1,930,1100,,228.7,-0.0398,,,,"For 100% NaPO3, the results have been advanced as the recommended data set.",
NaPO3-Zn(PO3)2,0-100,P1,1244,1476,,196.58,0.00195,,,,"For 100% Zn(PO3)2, the results have been advanced as the recommended data set.",
NaPO3-Zn(PO3)2,17.1-82.9,P1,1222.2,1347.2,,196.87,-0.0142,,,,,
NaPO3-Zn(PO3)2,35.8-64.2,P1,1170,1350,,189.87,-0.0153,,,,,
NaPO3-Zn(PO3)2,48.2-51.8,P1,1130,1350,,193.19,-0.0223,,,,,
NaPO3-Zn(PO3)2,59.1-40.9,P1,1110,1310,,196.58,-0.0241,,,,,
NaPO3-Zn(PO3)2,68.7-31.3,P1,1090,1310,,207.83,-0.0338,,,,,
NaPO3-Zn(PO3)2,78.4-21.6,P1,1090,1310,,205.86,-0.031,,,,,
NaPO3-Zn(PO3)2,89.8-10.2,P1,1074.4,1353.2,,216.54,-0.0375,,,,,
NaPO3-Zn(PO3)2,95.5-4.5,P1,1070.2,1347.2,,220.68,-0.0395,,,,,
NaPO3-Zn(PO3)2,100-0,P1,1073,1373,,233.53,-0.0492,,,,"For 100% NaPO3, the departures from the recommended data set are: 1080 K, -2.9%, 1370 K, -4.6%.",
NaPO3-ZnO,65.2-34.8,P1,1270,1360,,283.1,-0.041,,,,,
NaPO3-ZnO,73.8-26.2,P1,1090,1360,,250.3,-0.0323,,,,,
NaPO3-ZnO,87.2-12.8,P1,970,1360,,236.5,-0.0413,,,,,
NaSCN,100,P1,583,597,1.5%,134.9312,-0.05266,,,,,
Na2B4O7,100,P1,1020,1225,,293.895,-0.050966,,,,,
Na2B4O7-WO3,56.3-43.7,P1,1070,1370,,286.613,-0.093663,,,,,
Na2B4O7-WO3,61.8-38.2,P1,1070,1370,,306.12,-0.10646,,,,,
Na2B4O7-WO3,66.7-33.3,P1,1070,1370,,335.378,-0.12486,,,,,
Na2B4O7-WO3,75-25,P1,1073,1373,,339.96,-0.125,,,,,
Na2B4O7-WO3,81.8-18.2,P1,1070,1370,,337.938,-0.11635,,,,,
Na2B4O7-WO3,87.5-12.5,P1,1070,1370,,325.922,-0.10312,,,,,
Na2B4O7-WO3,90-10,P1,1070,1370,,325.29,-0.10047,,,,,
Na2B4O7-WO3,92.3-7.7,P1,1070,1370,,341.616,-0.11131,,,,,
Na2B4O7-WO3,96.4-3.6,P1,1070,1370,,347.26,-0.11339,,,,,
Na2B4O7-WO3,100-0,P1,1070,1370,,364.06,-0.12401,,,,"For 100% Na2B4O7, the departures from the recommended data set are: 1070 K, -3.3%, 1370 K, -13.3%.",
Na2B4O7-ZrF4,93-72 Na2B4O7,I2,1223,,,-222.3,11.71,-0.073,,,,
Na2CO3,100,P1,1143,1278,1%,268.5,-0.0502,,,,,
Na2MoO4,100,P1,971,1485,3%,286.3,-0.076884,,,,,
Na2O-Zn(PO3)2,9.4-90.6,P1,1200,1440,,208.45,-0.0148,,,,,
Na2O-Zn(PO3)2,27-73,P1,1200,1380,,235.31,-0.0304,,,,,
Na2O-Zn(PO3)2,40.3-59.7,P1,1170,1350,,249.33,-0.0295,,,,,
Na2O-Zn(PO3)2,57.9-42.1,P1,1290,1380,,308.18,-0.0465,,,,,
Na2SO4,100,P1,1170,1460,2%,269.,-0.066,,,,,
Na2SO4-RbCl,100-90 Na2SO4,I1,1323,,,6.2,1.72,,,,"For 100% Na2SO4 at 1323 K, the departure from the recommended data set is -1.9%.",
Na2SO4-Rb2SO4,0-100,P1,1360,1460,,207.89,-0.06,,,,"For 100% Rb2SO4, the departures from the recommended data set are: 1360 K, -2.4%, 1460 K, -3.4%.",
Na2SO4-Rb2SO4,50-50,P1,1080,1460,,230.23,-0.066,,,,,
Na2SO4-Rb2SO4,75-25,P1,980,1460,,244.13,-0.066,,,,,
Na2SO4-Rb2SO4,100-0,P1,1170,1460,,269.03,-0.066,,,,"For 100% Na2SO4, the results have been advanced as the recommended data set.",
Na2S3.0,100,P1,583,691,1.5%,210.22,-0.0607,,,,,
Na2S3.1,100,P1,588,673,1.5%,237.21,-0.1198,,,,,
Na2S3.3,100,P1,586,671,1.5%,191.61,-0.06496,,,,,
Na2S3.6,100,P1,589,677,1.5%,162.,-0.03395,,,,,
Na2S3.9,100,P1,539,676,1.5%,153.62,-0.03592,,,,,
Na2S4,100,P1,625,710,1.5%,177.24,-0.065571,,,,,
Na2S4.1,100,P1,556,641,1.5%,163.08,-0.05809,,,,,
Na2S4.3,100,P1,602,676,1.5%,168.25,-0.06729,,,,,
Na2S4.7,100,P1,562,671,1.5%,169.8,-0.071,,,,,
Na2S4.8,100,P1,625,688,1.5%,182.95,-0.09153,,,,,
Na2S5,100,P1,635,700,1.5%,184.87,-0.101353,,,,,
Na2S5.2,100,P1,616,661,1.5%,138.74,-0.03901,,,,,
Na2WO4,100,P1,983,1868,3%,272.323,-0.069709,,,,,
Na2WO4-WO3,40-60,P1,1130,1280,,256.7,-0.08772,,,,,
Na2WO4-WO3,55-45,P1,1100,1250,,276.73,-0.0988,,,,,
Na2WO4-WO3,60-40,P1,1100,1220,,275.92,-0.09466,,,,,
Na2WO4-WO3,70-30,P1,1070,1250,,305.58,-0.11535,,,,,
Na2WO4-WO3,80-20,P1,1040,1250,,286.18,-0.09312,,,,,
Na2WO4-WO3,100-0,P1,1040,1250,,262.98,-0.06603,,,,"For 100% Na2WO4, the departures from the recommended data set are: 1040 K, -2.8%, 1250 K, -2.6%.",
Na3AlF6,100,P1,1273,1373,1%,309.896,-0.1369,,,,"The departures of the earlier study from the upgraded recommendations are: 1280 K, -0.4%, 1350 K, +0.1%. This is a shift from the previous evaluation.",
Na4P2O7,100,P1,1280,1370,,389.56,-0.11001,,,,,
Na4P2O7-WO3,34-66,P1,1120,1360,,303.37,-0.10246,,,,,
Na4P2O7-WO3,40-60,P1,1120,1360,,321.46,-0.11081,,,,,
Na4P2O7-WO3,45-55,P1,1120,1360,,334.214,-0.11683,,,,,
Na4P2O7-WO3,50-50,P1,1120,1360,,316.743,-0.10014,,,,,
Na4P2O7-WO3,55.2-44.8,P1,1120,1360,,326.81,-0.10424,,,,,
Na4P2O7-WO3,60-40,P1,1120,1360,,331.714,-0.10344,,,,,
Na4P2O7-WO3,69.3-30.7,P1,1270,1370,,340.58,-0.10081,,,,,
Na4P2O7-WO3,77.8-22.2,P1,1270,1370,,374.622,-0.12203,,,,,
Na4P2O7-WO3,85.72-14.28,P1,1270,1370,,414.07,-0.14601,,,,,
Na4P2O7-WO3,92.5-7.5,P1,1270,1370,,380.4,-0.11301,,,,,
Na4P2O7-WO3,100-0,P1,1280,1370,,389.56,-0.11001,,,,,Error:  A comment was defined for this entry but it could not be retrieved from the database
NH4NO3,100,P1,443,493,2%,148.4,-0.105,,,,,
PbCl2,100,P1,791,845,1.5%,233.7,-0.124,,,,,
PbCl2,100,P1,823,873,,227.9,-0.122,,,,,
PbCl2-RbCl,27.50-72.50,P1,840,860,,174.1704,-0.082888,,,,,
PbCl2-RbCl,42.23-57.77,P1,800,820,,188.6019,-0.102465,,,,,
PbCl2-RbCl,45.00-55.00,P1,800,850,,166.1787,-0.073647,,,,,
PbCl2-RbCl,49.08-50.92,P1,800,845,,180.3699,-0.091331,,,,,
PbCl2-RbCl,68.10-31.90,P1,800,845,,189.8578,-0.098722,,,,,
PbCl2-RbCl,80.20-19.80,P1,800,845,,200.7342,-0.103011,,,,,
PbCl2-RbCl,96.04-3.96,P1,800,850,,224.1056,-0.117755,,,,,
PbCl2-RbCl,100.00-0.00,P1,791,845,,233.7,-0.124,,,,"For 100% Na4P2O7, the results have been advanced as the recommended data set.",
PbMoO4,100,P1,1380,1470,3%,257.94,-0.08051,,,,,
PbMoO4-PbO,0-100,P1,1300,1350,,244.26,-0.0695,,,,"For 100% PbCl2, the results have been advanced as the recommended data set.",
PbMoO4-PbO,5-95,P1,1300,1400,,196.6,-0.0455,,,,,
PbMoO4-PbO,12-88,P1,1140,1220,,174.14,-0.0327,,,,,
PbMoO4-PbO,40-60,P1,1280,1360,,238.05,-0.0581,,,,,
PbMoO4-PbO,60-40,P1,1240,1360,,198.,-0.0395,,,,,
PbMoO4-PbO,80-20,P1,1360,1440,,209.68,-0.0473,,,,,
PbMoO4-PbO,100-0,P1,1380,1470,,257.94,-0.08051,,,,"For 100% PbO, the results have been advanced as the recommended data set.",
PbO,100,P1,1300,1350,3%,244.26,-0.0695,,,,,
PbWO4,100,P1,1413,1504,3%,279.367,-0.07836,,,,,
PrCl3,100,P1,1103,1199,1.5%,146.1,-0.03729,,,,,
P2O3,100,P1,304,383,,72.1,-0.116,,,,,
P2O5,100,P1,373,573,,67.8,-0.021,,,,,
RbBr,100,P1,974,1183,,150.91,-0.06669,,,,,
RbBr-RbCl,0-100,P1,1010,1130,,169.5,-0.074,,,,"For 100% PbMoO4, the results have been advanced as the recommended data set.",
RbBr-RbCl,50-50,P1,1000,1170,,164.4,-0.074,,,,,
RbBr-RbCl,100-0,P1,1000,1110,,157.7,-0.072,,,,,Error:  A comment was defined for this entry but it could not be retrieved from the database
RbCl,100,P1,1009,1113,1%,169.38,-0.07512,,,,,
RbCl-RbF,51-49,DP,,,,95.1,1073K,,,,,
RbCl-Rb2SO4,50-50,P1,1040,1270,,190.6,-0.07,,,,,
RbCl-SrCl2,100-0 SrCl2,I4,1123,,,86.48,0.086,0.021234,-4.0993E-4,2.7392E-6,"For 100% RbBr, the results have been advanced as the recommended data set.",
RbF,100,P1,1068,1218,1.5%,209.,-0.0782,,,,,
RbI,100,P1,921,1125,1.5%,132.89,-0.06141,,,,,
RbNO3,100,P1,603,873,1%,157.,-0.083,,,,,
RbSCN,100,P1,480,524,1.5%,124.23,-0.04796,,,,,
Rb2CO3,100,P1,1160,1230,1.5%,266.4,-0.1042,,,,,
Rb2SO4,100,P1,1359,1818,3%,197.847,-0.050242,,,,,
SiO2,100,P1,1773,2073,7%,243.2,0.031,,,,,
SnCl2,100,P1,556,729,1%,154.9,-0.0984,,,,,
SnCl4,100,P1,295,380,,61.0028,-0.11368,,,,,
Sr(NO3)2,100,DP,,,,128.5,888.16K,,,,,
Sr(PO3)2,100,P1,1303,1355,1.5%,235.1,-0.0053,,,,,
SrBr2,100,P1,930,1284,1%,190.,-0.0439,,,,,
SrCl2,100,P1,1157,1307,1%,230.7,-0.0541,,,,,
SrI2,100,P1,850,1260,1.5%,145.3,-0.0383,,,,,
ThF4,100,P1,1420,1940,3%,460.9,-0.161,,,,,
TiCl4,100,P1,283,408,1.5%,67.411,-0.11578,,,,,
TlNO3,100,P1,499,731,5%,132.2,-0.078,,,,,
Tl2S,100,P1,773,973,,241.1,-0.0356,,,,,
UCl3,100,P1,1123,1323,4%,311.5,-0.165,,,,,
UCl4,100,P1,880,960,,204.95,-0.185,,,,,
UF4,100,P1,1320,1700,3%,446.9,-0.192,,,,,
UF6,100,P1,338,345.7,,70.91,-0.1574,,,,,
V2O5,100,P1,953,1273,,100.5,-0.0118,,,,,
YCl3,100,P1,1048,1248,3%,138.6,-0.0519,,,,Accuracy set at +/-15% (comparison with recommended values).,
Zn(PO3)2,100,P1,1244,1476,3%,196.58,0.00195,,,,,
Zn(PO3)2-ZnO,33.3-66.7,P1,1370,1450,,323.6,-0.0066,,,,,
Zn(PO3)2-ZnO,37.6-62.4,P1,1350,1450,,274.7,0.0069,,,,,
Zn(PO3)2-ZnO,42.9-57.1,P1,1350,1450,,254.2,0.0026,,,,,
Zn(PO3)2-ZnO,50-50,P1,1350,1450,,229.5,0.0077,,,,,
Zn(PO3)2-ZnO,60.2-39.8,P1,1290,1450,,196.1,0.0231,,,,,
Zn(PO3)2-ZnO,75.2-24.8,P1,1270,1370,,185.2,0.0217,,,,,
ZnBr2,100,P1,773,873,3%,62.8,-0.0172,,,,,
ZnBr2,100,P1,873,943,3%,124.9,-0.0895,,,,,
ZnCl2,100,P1,580,818,2%,54.9,-0.002,,,,,
ZnCl2,100,P1,818,970,2%,68.8,-0.019,,,,,
ZrCl4,100,P1,715,760,2%,80.91,-0.1047,,,,,

"Data from NIST Properties of Molten Salts Database, Single Salts and Salt Mixtures Data, Density, Viscosity, Electrical Conductance, and Surface Tension, Version 2.0"
"Data compiled and evaluated by the Molten Salts Data Center-RPI, G. J. Janz, Director, Rensselear Polytechnic Institute, Troy, New York 12181"
These data are no longer covered by copyeight in the United States.

"Data column definitions

(Salt) -- Formula of salt or salt mixture
(Composition range) -- Range of compositions for which the data applies
(Data type) -- A string indicating the type of data in the row
(T min) -- Lower end of temperature range in Kelvin
(T max) -- Upper end of temperature range in Kelvin; may not be present if the data applies to a single temperature.
(Uncertainty) -- Uncertainty (+/-) where available.
(Data 1) -- Interpretation of this column depends on the (Data type) value. See explaination below.
(Data 2) -- Interpretation of this column depends on the (Data type) value. See explaination below.
(Data 3) -- Interpretation of this column depends on the (Data type) value. See explanation below.
(Data 4) -- Intepretation of this column depends on the (Data type) value. See explanation below.
(Data 5) -- Intepretation of this column depends on the (Data type) value. See explanation below.
(Comment) -- Optional comment text regarding the data; may supply uncertainty information
(Formatting comment) -- Optional comment text disclosing a likely error in the data which was discovered when the data were reformatted.


The contents of the (Data 1) through (Data 5) columns depend on the data type:


Data type DP:  surface tension, g (mN / m) = (Data 1) at T = (Data 2) (K)

        The (Data 3), (Data 4), and (Data 5) columns should be empty.
        The (T max) and (T min) columns should be empty.



Data type I1:  surface tension, g (mN / m) = (Data 1) + (Data 2) * C

        C is the mole percent composition of the component noted in the (Composition range) column. The number should be a percentage (max value = 100) not a fraction.
        The (Data 3), (Data 4), and (Data 5) columns should be empty.
        The (T max) column should be empty.


Data type I2:  surface tension, g (mN / m) = (Data 1) + (Data 2) * C + (Data 3) * C^2

        C is the mole percent composition of the component noted in the (Composition range) column. The number should be a percentage (max value = 100) not a fraction.
        The (Data 4), and (Data 5) columns should be empty.


Data type I3:  surface tension, g (mN / m) = (Data 1) + (Data 2) * C + (Data 3) * C^2 + (Data 4) * C^3

        C is the mole percent composition of the component noted in the (Composition range) column. The number should be a percentage (max value = 100) not a fraction.
        The (Data 5) column should be empty.
        The (T max) column should be empty.


Data type I4:  surface tension, g (mN / m) = (Data 1) + (Data 2) * C + (Data 3) * C^2 + (Data 4) * C^3 + (Data 5) * C^4

        C is the mole percent composition of the component noted in the (Composition range) column. The number should be a percentage (max value = 100) not a fraction.
        The (T max) column should be empty.


Data type P1:  surface tension, g (mN / m) = (Data 1) + (Data 2) * T
        T is temperature in Kelvin.
        The (Data 3), (Data 4), and (Data 5) columns should be empty.


Data type P2:  surface tension, g (mN / m) = (Data 1) + (Data 2) * T + (Data 3) * T^2

        T is temperature in Kelvin.
        The (Data 4), and (Data 5) columns should be empty.
"
